nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT00677365,5.283674363,"Safety, Tolerability and Efficacy of MP-376 Given for 28 Days to Cystic Fibrosis (CF) Patients",Completed,Phase 2,Randomized,June 2008,June 2009,Treatment,Mobile,Alabama,36608,All,16 Years,,2009-06-01,2008-06-01,365.0
NCT00677807,9.83443397,"Safety, Tolerability and Efficacy of Indacaterol in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,May 2008,March 2009,Treatment,Homewood,Alabama,35209-6870,All,40 Years,,2009-03-01,2008-05-01,304.0
NCT00677820,0.2083333333,A Prospective Study to Evaluate the Safety of a New Trivalent Intranasal Influenza Vaccine,Completed,Phase 4,Randomized,June 2008,December 2008,Prevention,Daytona Beach,Florida,32117,All,18 Years,49 Years,2008-12-01,2008-06-01,183.0
NCT00682643,41.27538501,A Clinical Study With Fluticasone Furoate Nasal Spray And Vehicle Placebo For The Treatment Of Perennial (Year-round) Allergic Rhinitis,Completed,Phase 4,Randomized,June 2008,February 2011,Treatment,Oxford,Alabama,36203,All,12 Years,,2011-02-01,2008-06-01,975.0
NCT00686959,0.0,Chemotherapy and Radiation in Treating Participants With Stage 3 Non-Small Cell Lung Cancer,Completed,Phase 3,Randomized,September 2008,November 2014,Treatment,Birmingham,Alabama,35249,All,18 Years,,2014-11-01,2008-09-01,2252.0
NCT00690482,5.137587822,Study to Assess the Efficacy and Safety of AZD1981 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,May 2008,December 2008,Treatment,Pleven,,,All,40 Years,,2008-12-01,2008-05-01,214.0
NCT00696020,3.337946335,Combination of Orally Inhaled BI1744CL/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease ( COPD),Completed,Phase 2,Randomized,June 2008,,Treatment,Riverside,California,,All,40 Years,,,2008-06-01,
NCT00698516,6.0,Study of Oral Topotecan With Bevacizumab for Recurrent Small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,July 2008,May 2010,Treatment,Jonesboro,Arkansas,72401,All,18 Years,,2010-05-01,2008-07-01,669.0
NCT00698815,12.35368737,Pemetrexed and/or Sunitinib as Second-Line Therapy in Treating Patients With Stage IIIB or Stage IV Non-small Cell Lung Cancer,Completed,Phase 2,Randomized,"April 15, 2008",,Treatment,Anaheim,California,92807,All,18 Years,,,2008-04-01,
NCT00700180,2.976553648,A Study of Avastin (Bevacizumab) in Combination With Carboplatin-Based Chemotherapy in Patients With Advanced or Recurrent Non-Squamous Non-Small Cell Lung Cancer.,Completed,Phase 2,Randomized,September 2008,September 2012,Treatment,St. Leonards,New South Wales,2065,All,18 Years,,2012-09-01,2008-09-01,1461.0
NCT00702325,29.99690867,Phase4/Symbicort® Versus Pulmicort Flexhaler® in African Americans,Completed,Phase 4,Randomized,June 2008,September 2009,Treatment,Pell City,Alabama,,All,12 Years,,2009-09-01,2008-06-01,457.0
NCT00705406,2.222845437,"A Phase II, Multicenter, Randomized, Placebo -Controlled, Study To Evaluate The Efficacy and Safety Of Intramuscular Peramivir 600 mg In Subjects With Uncomplicated Acute Influenza",Completed,Phase 2,Randomized,July 2008,October 2009,Treatment,Birmingham,Alabama,35209,All,18 Years,,2009-10-01,2008-07-01,457.0
NCT00709098,24.58333333,Safety Study Extension of Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,September 2008,June 2010,Treatment,La Jolla,California,92037,All,18 Years,,2010-06-01,2008-09-01,638.0
NCT00709956,10.89931574,Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,July 2008,August 2009,Treatment,La Jolla,California,92037,All,18 Years,,2009-08-01,2008-07-01,396.0
NCT00710866,5.178931452,Influenza Vaccine Dose-Response in Infants and Toddlers: Immunogenicity and Reactogenicity,Completed,Phase 3,Randomized,August 2008,March 2009,Prevention,Coquitlam,British Columbia,V3C 4J2,All,6 Months,23 Months,2009-03-01,2008-08-01,212.0
NCT00711594,29.03225806,LUX-Lung 4: BIBW 2992 (Afatinib) Phase I Trial in Advanced Non Small Cell Lung Cancer Patients & Phase II Trial in Non Small Cell Lung Cancer Patients Failing Erlotinib or Gefitinib,Completed,Phase 2,Non-Randomized,April 2008,November 2013,Treatment,"Akashi, Hyogo",,,All,20 Years,,2013-11-01,2008-04-01,2040.0
NCT00712166,0.6578947368,"Safety and Efficacy Study of Aztreonam for Inhalation Solution (AZLI) in Patients With Cystic Fibrosis, Mild Lung Disease, and P. Aeruginosa",Completed,Phase 3,Randomized,May 2008,August 2009,Treatment,Phoenix,Arizona,,All,6 Years,,2009-08-01,2008-05-01,457.0
NCT00712335,23.26388889,The Effects of Montelukast on Smokers With Asthma,Completed,Phase 4,Randomized,February 2007,May 2011,Diagnostic,Seoul,,139-707,All,18 Years,45 Years,2011-05-01,2007-02-01,1550.0
NCT00712920,7.608462199,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Perennial Allergies,Completed,Phase 3,Randomized,January 2007,,Treatment,Huntington Beach,California,92647,All,12 Years,,,2007-01-01,
NCT00712959,3.000129316,Immune Responses in Adults to Revaccination With ADACEL® 10 Years After a Previous Dose,Completed,Phase 4,Non-Randomized,June 2008,December 2009,Prevention,Coquitlam,British Columbia,V3C 4J2,All,20 Years,,2009-12-01,2008-06-01,548.0
NCT00718315,17.41293532,"A Study of Verutex (Fusidic Acid), Eritex (Erythromycin) and Fisiogel in the Management of Tarceva-Associated Rash.",Completed,Phase 3,Randomized,April 2009,June 2012,Treatment,Salvador,BA,40110-150,All,18 Years,,2012-06-01,2009-04-01,1157.0
NCT00719862,2.293562053,A Study to Evaluate the Safety & Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2007,November 2007,Treatment,Huntington Beach,California,92647,Female,12 Years,,2007-11-01,2007-08-01,92.0
NCT00720226,10.32763533,Efficacy of Losartan in Preventing Progression of COPD,Completed,Phase 4,Randomized,July 2008,August 2016,Treatment,Baltimore,Maryland,21205,All,40 Years,,2016-08-01,2008-07-01,2953.0
NCT00720278,3.237165558,A Study to Evaluate the Safety and Efficacy of Two Nasal Sprays to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2007,November 2007,Treatment,Oxford,Alabama,36203,All,12 Years,,2007-11-01,2007-08-01,92.0
NCT00720382,27.92325383,A Study to Evaluate the Safety and Tolerability of a Nasal Spray to Treat Perennial Allergic Rhinitis,Completed,Phase 3,Randomized,March 2007,July 2008,Treatment,Oxford,Alabama,36203,All,12 Years,,2008-07-01,2007-03-01,488.0
NCT00720499,3.546099291,Efficacy and Safety of 4 Weeks of Treatment With Orally Inhaled BI1744/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,July 2008,,Treatment,Clearwater,Florida,,All,40 Years,,,2008-07-01,
NCT00723957,17.2541744,A Randomized Phase 2 Study of Ixabepilone Plus Carboplatin and Paclitaxel Plus Carboplatin in Advanced Nonsmall-Cell Lung Cancer,Completed,Phase 2,Randomized,December 2008,August 2011,Treatment,La Jolla,California,90237,All,18 Years,,2011-08-01,2008-12-01,973.0
NCT00728416,0.8982683983,Study of Nasonex in the Relief of Nasal Congestion in Patients With Seasonal Allergic Rhinitis (Study P05583),Completed,Phase 3,Randomized,August 2008,October 2008,Treatment,,,,All,12 Years,,2008-10-01,2008-08-01,61.0
NCT00729612,15.87301587,"Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Carboplatin in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",Completed,Phase 2,,"August 14, 2008","December 16, 2011",Treatment,Columbus,Ohio,43210,All,18 Years,120 Years,2011-12-01,2008-08-01,1217.0
NCT00730756,3.927608779,A Pilot Study In Adults And Adolescents With Irritant (Non-Allergic) Rhinitis,Completed,Phase 2,Randomized,March 2008,February 2009,Treatment,Bangkok,,10330,All,12 Years,,2009-02-01,2008-03-01,337.0
NCT00730912,0.0,Post Approval Pharmacokinetic Study of Loratadine in Japanese Pediatric and Adult Patients (Study P05539),Completed,Phase 4,Non-Randomized,June 2008,December 2008,Treatment,,,,All,3 Years,64 Years,2008-12-01,2008-06-01,183.0
NCT00730925,29.26829268,Single-arm Trial of BIBW 2992 (Afatinib) in Demographically and Genotypically Selected NSCLC Patients,Completed,Phase 2,Non-Randomized,June 2008,,Treatment,Antwerpen,,,All,18 Years,,,2008-06-01,
NCT00731822,2.5,A Study To Assess Single Dosage Strength Of GW685698/GW642444 Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,August 2008,February 2009,Treatment,Bergen,,5053,All,40 Years,80 Years,2009-02-01,2008-08-01,184.0
NCT00732381,0.2840909091,Study of Nasonex in the Relief of Nasal Congestion in Patients With Seasonal Allergic Rhinitis (Study P05529),Completed,Phase 3,Randomized,August 2008,November 2008,Treatment,,,,All,12 Years,,2008-11-01,2008-08-01,92.0
NCT00733005,1.234567901,Study of Nasonex in the Relief of Nasal Congestion in Patients With Seasonal Allergic Rhinitis (Study P05528)(COMPLETED),Completed,Phase 3,Randomized,July 2008,October 2008,Treatment,,,,All,12 Years,,2008-10-01,2008-07-01,92.0
NCT00735475,1.263102725,A Study to Determine the Immunogenicity and Safety Profile of CSL Limited's Influenza Virus Vaccine Compared to a US Licensed Comparator Influenza Virus Vaccine,Completed,Phase 4,Randomized,October 2008,June 2009,Prevention,Mountain Home,Arkansas,72635,All,65 Years,,2009-06-01,2008-10-01,243.0
NCT00735696,5.0,A Study of Ramucirumab (IMC-1121B) With Paclitaxel and Carboplatin in Non-small Cell Lung Cancer,Completed,Phase 2,,January 2009,January 2012,Treatment,Beverly Hills,California,90211,All,18 Years,,2012-01-01,2009-01-01,1095.0
NCT00735904,34.21052632,"Trial Of AG-013736, Cisplatin, And Gemcitabine For Patients With Squamous Non-Small Cell Lung Cancer",Completed,Phase 2,,December 2008,November 2011,Treatment,Torun,Cluj,87-100,All,18 Years,,2011-11-01,2008-12-01,1065.0
NCT00736489,0.9009009009,Single-dose Crossover Study to Investigate Pharmacodynamics of AZD3199,Completed,Phase 2,Randomized,August 2008,December 2008,Treatment,Hvidovre,,,All,18 Years,,2008-12-01,2008-08-01,122.0
NCT00737100,4.120268955,Safety and Efficacy of 12-wk Treatment With Two Doses of Tiotropium Respimat in Cystic Fibrosis,Completed,Phase 2,Randomized,September 2008,,Treatment,Tucson,Arizona,,All,,,,2008-09-01,
NCT00739648,23.49428868,A Phase 2 Study of MP-376 to Prevent Acute Exacerbations in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 2,Randomized,October 2008,April 2010,Treatment,Haleyville,Alabama,35565,All,40 Years,,2010-04-01,2008-10-01,547.0
NCT00740636,2.23880597,Temozolomide for Relapsed Sensitive or Refractory Small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,August 2008,February 2013,Treatment,Basking Ridge,New Jersey,11725,All,18 Years,,2013-02-01,2008-08-01,1645.0
NCT00740792,4.133341155,A Study Evaluating the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2008,November 2008,Treatment,Scottsdale,Arizona,85251,All,12 Years,,2008-11-01,2008-08-01,92.0
NCT00741819,8.219178082,Safety Evaluation of Inhaled Treprostinil Administration Following Transition From Inhaled Ventavis in Pulmonary Arterial Hypertension (PAH) Subjects,Completed,Phase 4,Non-Randomized,September 2008,December 2010,Treatment,Birmingham,Alabama,35294,All,18 Years,75 Years,2010-12-01,2008-09-01,821.0
NCT00741988,7.380952381,Ixabepilone and Carboplatin +/- Bevacizumab in Advanced Non-Small-Cell Lung Cancer,Completed,Phase 2,Non-Randomized,September 2008,September 2012,Treatment,Fort Myers,Florida,33901,All,18 Years,,2012-09-01,2008-09-01,1461.0
NCT00742885,1.0,Immunogenicity and Safety of GSK Biologicals' (Pre-) Pandemic Influenza Candidate Vaccine,Completed,Phase 2,Non-Randomized,"September 1, 2008","March 7, 2009",Prevention,Fukuoka,,813-8588,All,20 Years,64 Years,2009-03-01,2008-09-01,181.0
NCT00743275,0.8196721311,A Study to Evaluate the Safety and Immune Responses to Fluzone® Vaccination,Completed,Phase 4,,August 2008,November 2008,Prevention,Norfolk,Virginia,23507,All,18 Years,,2008-11-01,2008-08-01,92.0
NCT00745251,11.16600791,A Study of VI-0521 for the Treatment of Obstructive Sleep Apnea / Hypopnea Syndrome in Obese Adults,Completed,Phase 1/Phase 2,Randomized,August 2008,December 2009,Treatment,Louisville,Kentucky,40217,All,30 Years,65 Years,2009-12-01,2008-08-01,487.0
NCT00745875,0.0,ZD4054 (Zibotentan) Phase II Non-Small Cell Lung Cancer Study,Completed,Phase 2,Randomized,August 2008,January 2010,Treatment,Pleven,,,All,18 Years,,2010-01-01,2008-08-01,518.0
NCT00752895,3.748485696,American Ginseng Extract in Preventing Respiratory Infection and in Reducing Antibiotic Use in Patients With CLL,Completed,Phase 2,Randomized,"September 1, 2008","June 1, 2009",Prevention,Burbank,California,91505,All,18 Years,,2009-06-01,2008-09-01,273.0
NCT00753272,22.63162077,Trial to Evaluate the Efficacy of GSK Biologicals' Influenza Vaccine GSK2186877A in Adults 65 Year of Age and Older,Completed,Phase 3,Randomized,"September 15, 2008","January 5, 2011",Prevention,Alabaster,Alabama,35007,All,65 Years,,2011-01-01,2008-09-01,852.0
NCT00753714,49.34946656,Zactima in Non Small Cell Lung Cancer (NSCLC) ELderly Patients In Combination With or Versus Gemcitabine,Completed,Phase 2,Randomized,October 2008,December 2011,Treatment,Meldola,(fc),,All,70 Years,,2011-12-01,2008-10-01,1156.0
NCT00757237,12.37745098,Aztreonam for Inhalation Solution vs Tobramycin Inhalation Solution in Patients With Cystic Fibrosis & Pseudomonas Aeruginosa,Completed,Phase 3,Randomized,August 2008,November 2010,Treatment,Anchorage,Alaska,99508,All,6 Years,,2010-11-01,2008-08-01,822.0
NCT00757848,9.448275862,"A Phase II , Placebo-controlled Study to Assess Efficacy of 28 Day Oral AZD9668 in Patients With Cystic Fibrosis",Completed,Phase 2,Randomized,October 2008,August 2009,Basic Science,Kobenhavn,Northern Ireland,,All,16 Years,,2009-08-01,2008-10-01,304.0
NCT00758459,9.413919414,Safety/Tolerability Study With AZD1236 in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 2,Randomized,September 2008,March 2009,Treatment,Russe,,,All,40 Years,,2009-03-01,2008-09-01,181.0
NCT00758589,4.901593449,One Month Dose Response Study of AZD1981 in Asthma Patients Uncontrolled on Inhaled Steroids,Completed,Phase 2,Randomized,September 2008,July 2009,Treatment,Quilmes,Buenos Aires,,All,18 Years,,2009-07-01,2008-09-01,303.0
NCT00758706,14.58885942,A Phase IIa Study Assessing the Effects of AZD1236 on Biomarkers in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 2,Randomized,September 2008,May 2009,Treatment,Alborg,,,All,40 Years,,2009-05-01,2008-09-01,242.0
NCT00760617,2.526310988,Evaluation of Safety and Immunogenicity of GSK Biologicals' Influenza Vaccine GSK2186877A in Adults 65 Years and Older,Completed,Phase 3,Randomized,"October 6, 2008","May 15, 2009",Prevention,Gueglingen,Baden-Wuerttemberg,74363,All,18 Years,,2009-05-01,2008-10-01,212.0
NCT00760838,5.521885522,AZISAST Study: AZIthromycin in Severe ASThma Study,Completed,Phase 4,Randomized,March 2009,September 2011,Treatment,Aalst,,9300,All,18 Years,75 Years,2011-09-01,2009-03-01,914.0
NCT00762034,28.31746997,"A Study of Pemetrexed, Carboplatin and Bevacizumab in Participants With Nonsquamous Non-Small Cell Lung Cancer",Completed,Phase 3,Randomized,December 2008,December 2014,Treatment,Fayetteville,Arkansas,72703,All,18 Years,,2014-12-01,2008-12-01,2191.0
NCT00762476,10.22022259,Efficacy Trial of 3804-250A in the Prevention of Cold Illnesses,Completed,Phase 2,Randomized,August 2008,November 2008,Prevention,Paramus,New Jersey,07652,All,18 Years,,2008-11-01,2008-08-01,92.0
NCT00764790,3.285714913,Immunogenicity and Safety of GSK Biologicals' Influenza Vaccine Versus a Licensed Comparator in Children,Completed,Phase 3,Randomized,"October 1, 2008","June 1, 2009",Prevention,Birmingham,Alabama,35205,All,6 Months,35 Months,2009-06-01,2008-10-01,243.0
NCT00765076,1.149758454,Clinical Study of the Immunogenicity of GSK Biologicals' Influenza Vaccine GSK2186877A in People Aged 65 Years or Older,Completed,Phase 3,Randomized,"October 16, 2008","December 4, 2009",Prevention,Houston,Texas,77030,All,18 Years,,2009-12-01,2008-10-01,426.0
NCT00766415,1.923076923,14729-D9831C00002- 1 Month Biopsy Study,Completed,Phase 2,Randomized,November 2008,June 2009,Treatment,Frieburg,,,All,40 Years,,2009-06-01,2008-11-01,212.0
NCT00768755,11.77198482,Evaluation Of The Efficacy Of The Combination Of Axitinib With Pemetrexed And Cisplatin In The Treatment Of Non-Squamous Non-Small Cell Lung Cancer,Completed,Phase 1/Phase 2,Randomized,January 2009,March 2012,Treatment,Huntsville,Alabama,35805,All,18 Years,,2012-03-01,2009-01-01,1155.0
NCT00769067,4.787234043,A Randomized Trial Of PF-00299804 Taken Orally Versus Erlotinib Taken Orally For Treatment Of Advanced Non-Small Cell Lung Cancer That Has Progressed After One Or Two Prior Chemotherapy Regimen,Completed,Phase 2,Randomized,November 2008,August 2014,Treatment,Muscle Shoals,Alabama,35661,All,18 Years,99 Years,2014-08-01,2008-11-01,2099.0
NCT00769119,9.090909091,"A Phase II , Placebo-controlled Study to Assess Efficacy of 28 Day Oral AZD9668 in Patients With Bronchiectasis",Completed,Phase 2,Randomized,September 2008,April 2009,Basic Science,Chemin Sainte-Foy,Quebec,,All,18 Years,80 Years,2009-04-01,2008-09-01,212.0
NCT00770120,44.06779661,S0722: Everolimus in Treating Patients With Pleural Malignant Mesothelioma That Cannot Be Removed By Surgery,Completed,Phase 2,,December 2008,April 2014,Treatment,Tucson,Arizona,85724-5024,All,18 Years,120 Years,2014-04-01,2008-12-01,1947.0
NCT00770315,22.73230327,Efficacy and Long-Term Safety of Ragweed (Ambrosia Artemisiifolia) Sublingual Tablet (SCH 39641) in Adults With a History of Ragweed-Induced Rhinoconjunctivitis With or Without Asthma (Study P05234),Completed,Phase 2/Phase 3,Randomized,September 2009,May 2011,Treatment,,,,All,18 Years,50 Years,2011-05-01,2009-09-01,607.0
NCT00770588,5.067567568,"Assess the Efficacy, Safety and Tolerability of Gefitinib (Iressa® 250mg) as Maintenance Therapy in Locally Advanced or Metastatic (Stage IIIB/IV) Non Small Cell Lung Cancer (NSCLC)",Completed,Phase 4,Randomized,September 2008,February 2011,Treatment,Beijing,Beijing,,All,18 Years,,2011-02-01,2008-09-01,883.0
